user_id,tag_type,tag_name,preference_weight
2140231,taste,crispy,0.75
2140231,taste,mild,0.65
2140231,scene,dinner,0.55
2140231,scene,solo_meal,0.45
2145433,taste,savory,0.85
2145433,taste,mild,0.75
2145433,scene,late_night,0.65
2145433,scene,solo_meal,0.55
2145433,price,midrange,0.45
2146000,price,budget,0.85
2146000,scene,lunch,0.75
2146000,taste,savory,0.65
2146133,price,midrange,0.85
2146133,taste,fresh,0.75
2146133,scene,lunch,0.65
2146133,taste,savory,0.55
2146133,scene,afternoon_tea,0.45
2147093,taste,crispy,0.85
2147093,price,midrange,0.75
2147093,taste,fresh,0.65
2147093,scene,group_order,0.55
2147093,taste,spicy,0.45
2151112,price,midrange,0.85
2151112,taste,crispy,0.75
2151112,scene,late_night,0.65
2151112,scene,group_order,0.55
2151112,taste,spicy,0.45
2162153,scene,afternoon_tea,0.85
2162153,price,luxury,0.75
2162153,scene,solo_meal,0.65
2162153,taste,mild,0.55
2162153,taste,spicy,0.45
2171015,price,budget,0.85
2171015,scene,lunch,0.75
2171015,taste,savory,0.65
2185547,taste,spicy,0.85
2185547,taste,mild,0.75
2185547,scene,late_night,0.65
2185547,price,midrange,0.55
2198639,scene,dinner,0.85
2198639,price,midrange,0.75
2198639,taste,fresh,0.65
2198639,taste,sweet,0.55
2198639,scene,afternoon_tea,0.45
2201028,price,midrange,0.85
2201028,taste,rich,0.75
2201028,taste,sweet,0.65
2201028,scene,solo_meal,0.55
2201028,scene,afternoon_tea,0.45
2206381,taste,fresh,0.85
2206381,taste,crispy,0.75
2206381,scene,dinner,0.65
2206381,scene,afternoon_tea,0.55
2206381,price,luxury,0.45
2216465,price,budget,0.85
2216465,scene,lunch,0.75
2216465,taste,savory,0.65
2226039,scene,lunch,0.85
2226039,price,luxury,0.75
2226039,taste,mild,0.65
2226039,taste,savory,0.55
2226039,scene,late_night,0.45
2231809,taste,sweet,0.85
2231809,scene,afternoon_tea,0.75
2231809,price,midrange,0.65
2231809,taste,mild,0.55
2231809,scene,dinner,0.45
2233677,price,midrange,0.85
2233677,taste,fresh,0.75
2233677,taste,savory,0.65
2233677,scene,solo_meal,0.55
2233677,scene,lunch,0.45
2239628,taste,savory,0.85
2239628,taste,umami,0.75
2239628,scene,lunch,0.65
2239628,scene,solo_meal,0.55
2239628,price,midrange,0.45
2243201,price,budget,0.85
2243201,scene,lunch,0.75
2243201,taste,savory,0.65
2244901,price,budget,0.85
2244901,scene,lunch,0.75
2244901,taste,savory,0.65
2250172,price,midrange,0.85
2250172,taste,crispy,0.75
2250172,scene,dinner,0.65
2250172,taste,umami,0.55
2250172,taste,sweet,0.45
2251189,scene,solo_meal,0.85
2251189,price,midrange,0.75
2251189,taste,sweet,0.65
2251189,taste,umami,0.55
2251189,scene,lunch,0.45
2255158,price,midrange,0.85
2255158,scene,dinner,0.75
2255158,scene,lunch,0.65
2255158,taste,spicy,0.55
2255158,taste,rich,0.45
2259804,price,midrange,0.85
2259804,taste,mild,0.75
2259804,taste,rich,0.65
2259804,scene,dinner,0.55
2259804,scene,group_order,0.45
2260000,scene,solo_meal,0.85
2260000,price,midrange,0.75
2260000,taste,crispy,0.65
2260000,taste,umami,0.55
2260000,scene,late_night,0.45
2261316,price,midrange,0.85
2261316,taste,crispy,0.75
2261316,scene,group_order,0.65
2261316,taste,sweet,0.55
2261316,scene,afternoon_tea,0.45
2262434,taste,fresh,0.85
2262434,taste,spicy,0.75
2262434,scene,late_night,0.65
2262434,price,midrange,0.55
2265286,price,midrange,0.85
2265286,taste,umami,0.75
2265286,scene,lunch,0.65
2265286,scene,group_order,0.55
2265286,price,luxury,0.45
2270147,taste,savory,0.85
2270147,price,midrange,0.75
2270147,taste,fresh,0.65
2270147,scene,dinner,0.55
2270147,taste,rich,0.45
2286665,price,midrange,0.85
2286665,taste,spicy,0.75
2286665,scene,late_night,0.65
2286665,taste,fresh,0.55
2286665,taste,savory,0.45
2300197,price,budget,0.85
2300197,scene,lunch,0.75
2300197,taste,savory,0.65
2319160,taste,umami,0.85
2319160,taste,rich,0.75
2319160,scene,lunch,0.65
2319160,scene,dinner,0.55
2319160,price,midrange,0.45
2331506,price,midrange,0.85
2331506,taste,umami,0.75
2331506,taste,crispy,0.65
2331506,scene,lunch,0.55
2331506,scene,dinner,0.45
2351431,scene,lunch,0.85
2351431,scene,late_night,0.75
2351431,price,budget,0.65
2351431,taste,spicy,0.55
2351431,taste,mild,0.45
2352589,price,midrange,0.85
2352589,scene,lunch,0.75
2352589,taste,sweet,0.65
2352589,scene,afternoon_tea,0.55
2352589,taste,spicy,0.45
2356257,price,midrange,0.85
2356257,taste,sweet,0.75
2356257,taste,fresh,0.65
2356257,scene,afternoon_tea,0.55
2356257,scene,dinner,0.45
2358880,taste,savory,0.85
2358880,scene,solo_meal,0.75
2358880,taste,mild,0.65
2358880,price,luxury,0.55
2358880,taste,rich,0.45
2361365,price,midrange,0.85
2361365,scene,group_order,0.75
2361365,scene,solo_meal,0.65
2361365,taste,fresh,0.55
2361365,taste,rich,0.45
2364831,price,midrange,0.85
2364831,taste,rich,0.75
2364831,scene,group_order,0.65
2364831,taste,fresh,0.55
2364831,scene,afternoon_tea,0.45
2371575,taste,rich,0.85
2371575,scene,late_night,0.75
2371575,scene,group_order,0.65
2371575,price,budget,0.55
2388373,price,budget,0.85
2388373,scene,lunch,0.75
2388373,taste,savory,0.65
2413883,price,midrange,0.85
2413883,scene,solo_meal,0.75
2413883,scene,afternoon_tea,0.65
2413883,taste,spicy,0.55
2413883,taste,savory,0.45
2454581,price,budget,0.85
2454581,scene,lunch,0.75
2454581,taste,savory,0.65
2473107,price,budget,0.85
2473107,scene,lunch,0.75
2473107,taste,savory,0.65
2476475,price,midrange,0.85
2476475,taste,savory,0.75
2476475,taste,crispy,0.65
2476475,taste,umami,0.55
2476475,scene,late_night,0.45
2480019,taste,savory,0.85
2480019,scene,solo_meal,0.75
2480019,price,midrange,0.65
2480969,price,midrange,0.85
2480969,scene,dinner,0.75
2480969,scene,afternoon_tea,0.65
2480969,taste,umami,0.55
2480969,taste,mild,0.45
2484358,price,midrange,0.85
2484358,scene,solo_meal,0.75
2484358,taste,rich,0.65
2484358,scene,late_night,0.55
2484358,scene,group_order,0.45
2485900,price,midrange,0.85
2485900,taste,sweet,0.75
2485900,scene,solo_meal,0.65
2485900,taste,fresh,0.55
2485900,scene,group_order,0.45
2487959,price,midrange,0.85
2487959,taste,crispy,0.75
2487959,scene,dinner,0.65
2487959,scene,afternoon_tea,0.55
2487959,taste,fresh,0.45
2491939,price,luxury,0.85
2491939,scene,afternoon_tea,0.75
2491939,scene,solo_meal,0.65
2491939,scene,group_order,0.55
2491939,taste,spicy,0.45
2498717,price,midrange,0.85
2498717,taste,spicy,0.75
2498717,scene,dinner,0.65
2498717,scene,lunch,0.55
2498717,taste,fresh,0.45
2501429,price,midrange,0.85
2501429,scene,lunch,0.75
2501429,scene,dinner,0.65
2501429,scene,group_order,0.55
2501429,taste,umami,0.45
2505032,taste,fresh,0.85
2505032,taste,savory,0.75
2505032,scene,late_night,0.65
2505032,scene,lunch,0.55
2505032,price,midrange,0.45
2508251,price,midrange,0.85
2508251,taste,fresh,0.75
2508251,taste,savory,0.65
2508251,scene,late_night,0.55
2508251,taste,sweet,0.45
2508534,price,budget,0.85
2508534,scene,lunch,0.75
2508534,taste,savory,0.65
2509628,price,budget,0.85
2509628,scene,lunch,0.75
2509628,taste,savory,0.65
2514556,price,midrange,0.85
2514556,scene,dinner,0.75
2514556,taste,fresh,0.65
2514556,taste,rich,0.55
2514556,taste,sweet,0.45
2517616,taste,savory,0.85
2517616,price,midrange,0.75
2517616,taste,umami,0.65
2517616,scene,group_order,0.55
2517616,scene,late_night,0.45
2518141,taste,spicy,0.85
2518141,taste,crispy,0.75
2518141,scene,lunch,0.65
2518141,scene,group_order,0.55
2518141,price,luxury,0.45
2525209,scene,solo_meal,0.85
2525209,taste,spicy,0.75
2525209,taste,sweet,0.65
2525209,scene,dinner,0.55
2525209,price,midrange,0.45
2526389,taste,spicy,0.85
2526389,price,luxury,0.75
2526389,taste,savory,0.65
2526389,scene,dinner,0.55
2526389,taste,mild,0.45
2533307,scene,solo_meal,0.85
2533307,price,midrange,0.75
2533307,taste,mild,0.65
2533307,taste,sweet,0.55
2533307,scene,afternoon_tea,0.45
2534095,taste,savory,0.85
2534095,taste,spicy,0.75
2534095,scene,afternoon_tea,0.65
2534095,scene,lunch,0.55
2534095,price,midrange,0.45
2537116,price,budget,0.85
2537116,scene,lunch,0.75
2537116,taste,savory,0.65
2548536,price,luxury,0.85
2548536,scene,solo_meal,0.75
2548536,taste,umami,0.65
2548536,scene,group_order,0.55
2548536,price,midrange,0.45
2551995,price,budget,0.85
2551995,scene,lunch,0.75
2551995,taste,savory,0.65
2556372,price,luxury,0.85
2556372,scene,dinner,0.75
2556372,taste,savory,0.65
2556372,scene,late_night,0.55
2556372,taste,crispy,0.45
2557296,price,midrange,0.85
2557296,taste,crispy,0.75
2557296,scene,group_order,0.65
2557296,taste,sweet,0.55
2557296,scene,afternoon_tea,0.45
2557786,scene,group_order,0.85
2557786,price,midrange,0.75
2557786,taste,fresh,0.65
2557786,taste,rich,0.55
2557786,scene,late_night,0.45
2560207,taste,fresh,0.85
2560207,scene,dinner,0.75
2560207,scene,lunch,0.65
2560207,scene,afternoon_tea,0.55
2560207,price,midrange,0.45
2560267,taste,spicy,0.85
2560267,taste,fresh,0.75
2560267,scene,solo_meal,0.65
2560267,scene,dinner,0.55
2560267,price,midrange,0.45
2562680,price,midrange,0.85
2562680,scene,dinner,0.75
2562680,taste,rich,0.65
2562680,scene,group_order,0.55
2562680,taste,umami,0.45
2563343,scene,solo_meal,0.85
2563343,price,midrange,0.75
2563343,scene,lunch,0.65
2563343,price,luxury,0.55
2563343,taste,savory,0.45
2566752,taste,spicy,0.85
2566752,scene,solo_meal,0.75
2566752,scene,afternoon_tea,0.65
2566752,price,midrange,0.55
2566752,taste,mild,0.45
2566776,taste,mild,0.85
2566776,taste,crispy,0.75
2566776,scene,lunch,0.65
2566776,scene,dinner,0.55
2566776,price,midrange,0.45
2571644,taste,spicy,0.85
2571644,taste,rich,0.75
2571644,scene,afternoon_tea,0.65
2571644,scene,late_night,0.55
2571644,price,midrange,0.45
2572702,scene,lunch,0.85
2572702,price,midrange,0.75
2572702,taste,rich,0.65
2572702,taste,fresh,0.55
2572702,scene,afternoon_tea,0.45
2582141,price,midrange,0.85
2582141,scene,late_night,0.75
2582141,taste,sweet,0.65
2582141,scene,afternoon_tea,0.55
2582141,taste,fresh,0.45
2584659,taste,mild,0.85
2584659,taste,savory,0.75
2584659,price,luxury,0.65
2584659,scene,solo_meal,0.55
2584659,taste,fresh,0.45
2588733,price,luxury,0.85
2588733,taste,fresh,0.75
2588733,scene,afternoon_tea,0.65
2588733,taste,rich,0.55
2588733,taste,sweet,0.45
2589012,taste,mild,0.85
2589012,taste,fresh,0.75
2589012,scene,late_night,0.65
2589012,scene,afternoon_tea,0.55
2589012,price,midrange,0.45
2597635,taste,umami,0.85
2597635,price,midrange,0.75
2597635,taste,fresh,0.65
2597635,scene,dinner,0.55
2597635,price,luxury,0.45
2598187,taste,savory,0.85
2598187,taste,sweet,0.75
2598187,scene,solo_meal,0.65
2598187,scene,afternoon_tea,0.55
2598187,price,midrange,0.45
2602088,price,midrange,0.85
2602088,taste,spicy,0.75
2602088,scene,solo_meal,0.65
2602088,taste,savory,0.55
2602088,scene,late_night,0.45
2602346,taste,sweet,0.85
2602346,scene,dinner,0.75
2602346,taste,spicy,0.65
2602346,price,midrange,0.55
2602346,scene,late_night,0.45
2615269,taste,mild,0.85
2615269,taste,umami,0.75
2615269,scene,solo_meal,0.65
2615269,scene,late_night,0.55
2615269,price,midrange,0.45
2615356,taste,rich,0.85
2615356,taste,sweet,0.75
2615356,scene,afternoon_tea,0.65
2615356,price,midrange,0.55
2621224,taste,fresh,0.85
2621224,taste,sweet,0.75
2621224,scene,solo_meal,0.65
2621224,scene,dinner,0.55
2621224,price,midrange,0.45
2628655,taste,savory,0.85
2628655,price,midrange,0.75
2628655,taste,rich,0.65
2628655,scene,late_night,0.55
2628655,taste,mild,0.45
2629239,price,luxury,0.85
2629239,taste,crispy,0.75
2629239,scene,solo_meal,0.65
2629239,taste,savory,0.55
2629239,scene,group_order,0.45
2655966,taste,savory,0.85
2655966,taste,crispy,0.75
2655966,taste,rich,0.65
2655966,price,midrange,0.55
2655966,scene,afternoon_tea,0.45
2656845,price,midrange,0.85
2656845,scene,dinner,0.75
2656845,taste,savory,0.65
2656845,taste,spicy,0.55
2656845,taste,sweet,0.45
2661459,taste,spicy,0.85
2661459,price,midrange,0.75
2661459,scene,lunch,0.65
2661459,scene,late_night,0.55
2661459,scene,dinner,0.45
2662092,price,midrange,0.85
2662092,taste,mild,0.75
2662092,scene,solo_meal,0.65
2662092,scene,dinner,0.55
2662092,taste,fresh,0.45
2664058,scene,group_order,0.85
2664058,price,midrange,0.75
2664058,taste,crispy,0.65
2664058,taste,fresh,0.55
2664058,taste,rich,0.45
2670369,price,luxury,0.85
2670369,scene,lunch,0.75
2670369,taste,mild,0.65
2670369,price,midrange,0.55
2670369,taste,rich,0.45
2670756,taste,rich,0.85
2670756,price,luxury,0.75
2670756,scene,afternoon_tea,0.65
2670756,taste,fresh,0.55
2670756,scene,group_order,0.45
2674560,scene,group_order,0.85
2674560,price,midrange,0.75
2674560,taste,rich,0.65
2674560,taste,spicy,0.55
2674560,scene,lunch,0.45
2690743,price,budget,0.85
2690743,scene,lunch,0.75
2690743,taste,savory,0.65
2692448,scene,lunch,0.85
2692448,scene,group_order,0.75
2692448,price,luxury,0.65
2692448,taste,fresh,0.55
2692448,price,midrange,0.45
2692451,price,budget,0.85
2692451,scene,lunch,0.75
2692451,taste,savory,0.65
2693759,price,budget,0.85
2693759,scene,lunch,0.75
2693759,taste,savory,0.65
2695818,taste,crispy,0.85
2695818,scene,solo_meal,0.75
2695818,scene,dinner,0.65
2695818,price,midrange,0.55
2695818,taste,fresh,0.45
2697058,price,midrange,0.85
2697058,scene,group_order,0.75
2697058,taste,crispy,0.65
2697058,scene,solo_meal,0.55
2697058,taste,spicy,0.45
2705459,price,budget,0.85
2705459,scene,lunch,0.75
2705459,taste,savory,0.65
2709330,taste,mild,0.85
2709330,taste,fresh,0.75
2709330,scene,afternoon_tea,0.65
2709330,scene,dinner,0.55
2709330,price,midrange,0.45
2712351,price,midrange,0.85
2712351,taste,sweet,0.75
2712351,taste,mild,0.65
2712351,scene,dinner,0.55
2712351,scene,lunch,0.45
2713303,scene,late_night,0.85
2713303,price,midrange,0.75
2713303,taste,spicy,0.65
2713303,taste,mild,0.55
2713303,scene,solo_meal,0.45
2720268,price,midrange,0.85
2720268,scene,afternoon_tea,0.75
2720268,taste,umami,0.65
2720268,taste,mild,0.55
2720268,scene,late_night,0.45
2721434,price,budget,0.85
2721434,scene,lunch,0.75
2721434,taste,savory,0.65
2722716,taste,spicy,0.85
2722716,taste,sweet,0.75
2722716,scene,afternoon_tea,0.65
2722716,scene,group_order,0.55
2722716,price,midrange,0.45
2727694,price,midrange,0.85
2727694,taste,spicy,0.75
2727694,scene,group_order,0.65
2727694,scene,late_night,0.55
2727694,scene,afternoon_tea,0.45
2733194,price,midrange,0.85
2733194,taste,savory,0.75
2733194,scene,afternoon_tea,0.65
2733194,scene,solo_meal,0.55
2733194,scene,group_order,0.45
2733387,taste,savory,0.85
2733387,taste,spicy,0.75
2733387,scene,afternoon_tea,0.65
2733387,scene,lunch,0.55
2733387,price,midrange,0.45
2734216,scene,late_night,0.85
2734216,price,midrange,0.75
2734216,scene,group_order,0.65
2734216,taste,savory,0.55
2734216,scene,dinner,0.45
2735033,taste,crispy,0.85
2735033,scene,afternoon_tea,0.75
2735033,price,luxury,0.65
2735033,price,midrange,0.55
2735033,taste,savory,0.45
2736676,taste,fresh,0.85
2736676,scene,dinner,0.75
2736676,price,luxury,0.65
2745633,price,midrange,0.85
2745633,price,luxury,0.75
2745633,scene,lunch,0.65
2745633,taste,spicy,0.55
2745633,scene,late_night,0.45
2749662,price,midrange,0.85
2749662,taste,umami,0.75
2749662,scene,afternoon_tea,0.65
2749662,scene,lunch,0.55
2749662,scene,group_order,0.45
2761117,scene,afternoon_tea,0.85
2761117,price,midrange,0.75
2761117,scene,late_night,0.65
2761117,taste,sweet,0.55
2761117,taste,mild,0.45
2767616,price,midrange,0.85
2767616,taste,rich,0.75
2767616,scene,lunch,0.65
2767616,scene,afternoon_tea,0.55
2767616,taste,savory,0.45
2770975,price,midrange,0.85
2770975,taste,savory,0.75
2770975,taste,sweet,0.65
2770975,scene,afternoon_tea,0.55
2770975,scene,group_order,0.45
2776039,scene,lunch,0.85
2776039,price,midrange,0.75
2776039,taste,mild,0.65
2776039,taste,umami,0.55
2776039,scene,late_night,0.45
2786532,price,budget,0.85
2786532,scene,lunch,0.75
2786532,taste,savory,0.65
2798945,scene,dinner,0.85
2798945,taste,savory,0.75
2798945,price,midrange,0.65
2798945,scene,lunch,0.55
2798945,price,luxury,0.45
2807880,scene,solo_meal,0.85
2807880,taste,spicy,0.75
2807880,taste,rich,0.65
2807880,scene,afternoon_tea,0.55
2807880,price,midrange,0.45
2811205,scene,afternoon_tea,0.85
2811205,taste,spicy,0.75
2811205,taste,crispy,0.65
2811205,scene,group_order,0.55
2811205,price,midrange,0.45
2813705,price,budget,0.85
2813705,scene,lunch,0.75
2813705,taste,savory,0.65
2822735,price,budget,0.85
2822735,scene,lunch,0.75
2822735,taste,savory,0.65
2828698,taste,fresh,0.85
2828698,taste,crispy,0.75
2828698,scene,late_night,0.65
2828698,scene,dinner,0.55
2828698,price,midrange,0.45
2829319,scene,group_order,0.85
2829319,price,midrange,0.75
2829319,taste,crispy,0.65
2829319,taste,savory,0.55
2829319,scene,lunch,0.45
2835228,taste,mild,0.85
2835228,scene,lunch,0.75
2835228,price,midrange,0.65
2835228,taste,spicy,0.55
2835228,scene,solo_meal,0.45
2862136,scene,dinner,0.85
2862136,price,midrange,0.75
2862136,scene,solo_meal,0.65
2862136,taste,rich,0.55
2862136,taste,spicy,0.45
2863021,taste,fresh,0.85
2863021,scene,group_order,0.75
2863021,price,midrange,0.65
2863021,taste,mild,0.55
2863021,scene,late_night,0.45
2865343,scene,solo_meal,0.85
2865343,price,midrange,0.75
2865343,taste,umami,0.65
2865343,taste,sweet,0.55
2865343,taste,spicy,0.45
2869412,price,midrange,0.85
2869412,taste,umami,0.75
2869412,scene,group_order,0.65
2869412,scene,dinner,0.55
2869412,taste,crispy,0.45
2870394,price,budget,0.85
2870394,scene,lunch,0.75
2870394,taste,savory,0.65
2870979,scene,group_order,0.85
2870979,taste,spicy,0.75
2870979,taste,crispy,0.65
2870979,taste,sweet,0.55
2870979,scene,solo_meal,0.45
2875797,taste,rich,0.85
2875797,scene,group_order,0.75
2875797,scene,afternoon_tea,0.65
2875797,price,midrange,0.55
2875797,taste,mild,0.45
2894752,taste,savory,0.85
2894752,scene,solo_meal,0.75
2894752,scene,group_order,0.65
2894752,price,midrange,0.55
2894752,taste,rich,0.45
2906455,scene,lunch,0.85
2906455,taste,sweet,0.75
2906455,taste,mild,0.65
2906455,price,midrange,0.55
2906455,taste,savory,0.45
2915176,taste,savory,0.85
2915176,scene,late_night,0.75
2915176,scene,solo_meal,0.65
2915176,price,midrange,0.55
2915176,taste,sweet,0.45
2923932,taste,crispy,0.85
2923932,taste,spicy,0.75
2923932,scene,afternoon_tea,0.65
2923932,scene,solo_meal,0.55
2923932,price,midrange,0.45
2940751,taste,fresh,0.85
2940751,scene,afternoon_tea,0.75
2940751,taste,sweet,0.65
2940751,scene,dinner,0.55
2940751,price,midrange,0.45
2944050,scene,solo_meal,0.85
2944050,taste,spicy,0.75
2944050,price,luxury,0.65
2944050,scene,group_order,0.55
2944050,scene,lunch,0.45
2948392,taste,savory,0.85
2948392,scene,late_night,0.75
2948392,scene,lunch,0.65
2948392,price,luxury,0.55
2953894,price,midrange,0.85
2953894,taste,rich,0.75
2953894,scene,dinner,0.65
2953894,scene,solo_meal,0.55
2953894,taste,mild,0.45
2957609,price,budget,0.85
2957609,scene,lunch,0.75
2957609,taste,savory,0.65
2962210,price,budget,0.85
2962210,scene,lunch,0.75
2962210,taste,savory,0.65
2962933,price,midrange,0.85
2962933,price,luxury,0.75
2962933,taste,umami,0.65
2962933,scene,dinner,0.55
2962933,scene,late_night,0.45
2971149,price,budget,0.85
2971149,scene,lunch,0.75
2971149,taste,savory,0.65
2974517,scene,afternoon_tea,0.85
2974517,price,midrange,0.75
2974517,taste,sweet,0.65
2974517,taste,fresh,0.55
2974517,scene,group_order,0.45
2974609,price,budget,0.85
2974609,scene,lunch,0.75
2974609,taste,savory,0.65
2976153,taste,fresh,0.85
2976153,taste,rich,0.75
2976153,scene,dinner,0.65
2976153,price,midrange,0.55
2985760,price,budget,0.85
2985760,scene,lunch,0.75
2985760,taste,savory,0.65
2989896,taste,rich,0.85
2989896,taste,mild,0.75
2989896,scene,afternoon_tea,0.65
2989896,scene,lunch,0.55
2989896,price,midrange,0.45
2989927,taste,spicy,0.85
2989927,taste,fresh,0.75
2989927,scene,lunch,0.65
2989927,scene,afternoon_tea,0.55
2989927,price,budget,0.45
2996472,price,midrange,0.85
2996472,scene,afternoon_tea,0.75
2996472,taste,crispy,0.65
2996472,taste,sweet,0.55
2996472,scene,solo_meal,0.45
3012147,price,budget,0.85
3012147,scene,lunch,0.75
3012147,taste,savory,0.65
3020066,scene,dinner,0.85
3020066,price,midrange,0.75
3020066,taste,savory,0.65
3020066,taste,umami,0.55
3020066,taste,sweet,0.45
3029204,price,budget,0.85
3029204,scene,lunch,0.75
3029204,taste,savory,0.65
3033523,taste,rich,0.85
3033523,scene,group_order,0.75
3033523,taste,savory,0.65
3033523,scene,solo_meal,0.55
3033523,price,luxury,0.45
3038044,price,budget,0.85
3038044,scene,lunch,0.75
3038044,taste,savory,0.65
3076769,scene,late_night,0.85
3076769,price,luxury,0.75
3076769,taste,mild,0.65
3076769,price,midrange,0.55
3076769,taste,sweet,0.45
3081348,taste,fresh,0.85
3081348,scene,lunch,0.75
3081348,price,midrange,0.65
3081348,taste,mild,0.55
3081348,scene,dinner,0.45
3081974,price,budget,0.85
3081974,scene,lunch,0.75
3081974,taste,savory,0.65
3091278,taste,savory,0.85
3091278,scene,late_night,0.75
3091278,price,luxury,0.65
3091278,taste,crispy,0.55
3091278,scene,group_order,0.45
3092814,price,midrange,0.85
3092814,taste,savory,0.75
3092814,taste,crispy,0.65
3092814,scene,lunch,0.55
3092814,scene,group_order,0.45
3094429,taste,spicy,0.85
3094429,price,midrange,0.75
3094429,taste,sweet,0.65
3094429,scene,lunch,0.55
3094429,taste,fresh,0.45
3095587,taste,savory,0.85
3095587,taste,spicy,0.75
3095587,scene,solo_meal,0.65
3095587,scene,late_night,0.55
3095587,price,midrange,0.45
3105988,price,budget,0.85
3105988,scene,lunch,0.75
3105988,taste,savory,0.65
3109838,taste,rich,0.85
3109838,taste,spicy,0.75
3109838,scene,lunch,0.65
3109838,scene,solo_meal,0.55
3109838,price,midrange,0.45
3114907,price,midrange,0.85
3114907,taste,crispy,0.75
3114907,scene,dinner,0.65
3114907,scene,afternoon_tea,0.55
3114907,taste,umami,0.45
3115143,taste,sweet,0.85
3115143,price,midrange,0.75
3115143,taste,spicy,0.65
3115143,scene,dinner,0.55
3115143,taste,savory,0.45
3116250,taste,spicy,0.85
3116250,taste,umami,0.75
3116250,scene,group_order,0.65
3116250,scene,late_night,0.55
3116250,price,midrange,0.45
3118429,price,budget,0.85
3118429,scene,lunch,0.75
3118429,taste,savory,0.65
3124983,scene,afternoon_tea,0.85
3124983,taste,crispy,0.75
3124983,price,luxury,0.65
3124983,scene,lunch,0.55
3124983,price,midrange,0.45
3129438,price,budget,0.85
3129438,scene,lunch,0.75
3129438,taste,savory,0.65
3136710,price,budget,0.85
3136710,scene,lunch,0.75
3136710,taste,savory,0.65
3140143,price,budget,0.85
3140143,scene,lunch,0.75
3140143,taste,savory,0.65
3151687,price,midrange,0.85
3151687,taste,rich,0.75
3151687,scene,dinner,0.65
3151687,taste,mild,0.55
3151687,scene,solo_meal,0.45
3153741,price,midrange,0.85
3153741,taste,sweet,0.75
3153741,taste,savory,0.65
3153741,scene,dinner,0.55
3153741,scene,late_night,0.45
3155141,taste,spicy,0.85
3155141,taste,savory,0.75
3155141,scene,solo_meal,0.65
3155141,scene,lunch,0.55
3155141,price,midrange,0.45
3161723,taste,savory,0.85
3161723,taste,spicy,0.75
3161723,scene,solo_meal,0.65
3161723,price,luxury,0.55
3161723,scene,dinner,0.45
3168314,taste,sweet,0.85
3168314,scene,solo_meal,0.75
3168314,price,midrange,0.65
3168314,taste,fresh,0.55
3168314,scene,afternoon_tea,0.45
3168633,scene,late_night,0.85
3168633,price,luxury,0.75
3168633,taste,crispy,0.65
3168633,taste,savory,0.55
3168633,price,midrange,0.45
3172115,taste,mild,0.85
3172115,scene,late_night,0.75
3172115,price,luxury,0.65
3172115,price,midrange,0.55
3172115,taste,rich,0.45
3185357,price,midrange,0.85
3185357,scene,afternoon_tea,0.75
3185357,taste,crispy,0.65
3185357,taste,mild,0.55
3185357,taste,umami,0.45
3185499,taste,sweet,0.85
3185499,price,midrange,0.75
3185499,taste,mild,0.65
3185499,scene,dinner,0.55
3185499,scene,lunch,0.45
3186085,price,luxury,0.85
3186085,taste,mild,0.75
3186085,taste,rich,0.65
3186085,scene,dinner,0.55
3186085,scene,late_night,0.45
3200246,price,midrange,0.85
3200246,scene,late_night,0.75
3200246,taste,savory,0.65
3200246,taste,mild,0.55
3200246,scene,afternoon_tea,0.45
3202134,price,luxury,0.85
3202134,scene,lunch,0.75
3202134,taste,rich,0.65
3202134,scene,dinner,0.55
3202134,taste,mild,0.45
3209204,price,budget,0.85
3209204,scene,lunch,0.75
3209204,taste,savory,0.65
3209454,scene,group_order,0.85
3209454,price,midrange,0.75
3209454,taste,sweet,0.65
3209454,scene,late_night,0.55
3209454,scene,solo_meal,0.45
3218731,price,budget,0.85
3218731,scene,lunch,0.75
3218731,taste,savory,0.65
3234468,scene,group_order,0.85
3234468,scene,lunch,0.75
3234468,price,midrange,0.65
3234468,taste,fresh,0.55
3234468,taste,mild,0.45
3235266,price,midrange,0.85
3235266,taste,savory,0.75
3235266,taste,fresh,0.65
3235266,scene,solo_meal,0.55
3235266,scene,dinner,0.45
3236872,taste,mild,0.85
3236872,scene,late_night,0.75
3236872,scene,lunch,0.65
3236872,price,midrange,0.55
3240817,taste,mild,0.85
3240817,scene,lunch,0.75
3240817,price,midrange,0.65
3240817,scene,dinner,0.55
3240817,scene,afternoon_tea,0.45
3260121,scene,solo_meal,0.85
3260121,taste,umami,0.75
3260121,scene,lunch,0.65
3260121,price,midrange,0.55
3260121,taste,fresh,0.45
3260704,price,midrange,0.85
3260704,taste,mild,0.75
3260704,scene,late_night,0.65
3260704,price,luxury,0.55
3260704,taste,fresh,0.45
3265328,price,midrange,0.85
3265328,taste,fresh,0.75
3265328,taste,rich,0.65
3265328,scene,group_order,0.55
3265328,scene,afternoon_tea,0.45
3274118,taste,fresh,0.85
3274118,price,midrange,0.75
3274118,taste,umami,0.65
3274118,scene,lunch,0.55
3274118,scene,group_order,0.45
3279289,price,midrange,0.85
3279289,taste,umami,0.75
3279289,scene,dinner,0.65
3279289,taste,sweet,0.55
3279289,taste,savory,0.45
3280357,taste,fresh,0.85
3280357,taste,spicy,0.75
3280357,scene,solo_meal,0.65
3280357,scene,lunch,0.55
3280357,price,midrange,0.45
3281292,price,midrange,0.85
3281292,scene,afternoon_tea,0.75
3281292,scene,dinner,0.65
