item_id,merchant_id,item_name,primary_cuisine,price_band,popularity_score,user_coverage,avg_position,description_text
148137,458,real_item_148137,noodles,midrange,2.0,2,6.5,sweet | fresh | lunch | afternoon_tea | midrange
148446,247,real_item_148446,barbecue,midrange,2.0,2,9.5,sweet | afternoon_tea | midrange
148614,415,real_item_148614,sichuan,midrange,2.0,2,28.5,umami | savory | solo_meal | lunch | midrange
148710,511,real_item_148710,burger,midrange,2.0,2,21.0,crispy | fresh | afternoon_tea | dinner | midrange
149004,285,real_item_149004,dessert,midrange,2.0,2,29.5,crispy | spicy | group_order | lunch | midrange
149113,394,real_item_149113,burger,midrange,2.0,2,21.5,savory | crispy | afternoon_tea | group_order | midrange
149438,199,real_item_149438,sichuan,midrange,2.0,2,35.0,sweet | mild | group_order | lunch | midrange
149439,200,real_item_149439,cantonese,midrange,2.0,2,32.5,mild | late_night | solo_meal | midrange
149557,318,real_item_149557,hotpot,midrange,2.0,2,18.5,rich | savory | lunch | solo_meal | midrange
149569,330,real_item_149569,dessert,midrange,2.0,2,37.5,rich | sweet | dinner | group_order | midrange
149833,74,real_item_149833,cantonese,midrange,2.0,2,11.0,crispy | savory | group_order | lunch | midrange
149900,141,real_item_149900,dessert,midrange,2.0,2,18.5,umami | rich | lunch | dinner | midrange
150001,242,real_item_150001,noodles,midrange,2.0,2,13.0,sweet | fresh | dinner | group_order | midrange
150030,271,real_item_150030,sichuan,midrange,2.0,2,29.0,umami | spicy | group_order | late_night | midrange
150439,160,real_item_150439,burger,midrange,2.0,2,24.0,crispy | umami | lunch | late_night | midrange
150582,303,real_item_150582,dessert,midrange,2.0,2,15.0,umami | afternoon_tea | lunch | midrange
150747,468,real_item_150747,salad,midrange,2.0,2,14.0,crispy | sweet | late_night | dinner | midrange
150750,471,real_item_150750,hotpot,midrange,2.0,2,24.0,fresh | rich | lunch | group_order | midrange
150786,507,real_item_150786,hotpot,midrange,2.0,2,2.5,fresh | mild | late_night | solo_meal | midrange
150793,514,real_item_150793,sichuan,midrange,2.0,2,16.5,sweet | fresh | solo_meal | group_order | midrange
150823,24,real_item_150823,dessert,midrange,2.0,2,24.0,savory | sweet | lunch | group_order | midrange
151274,475,real_item_151274,burger,midrange,2.0,2,20.0,spicy | late_night | lunch | midrange
151547,228,real_item_151547,hotpot,midrange,2.0,2,44.5,mild | fresh | late_night | group_order | midrange
151694,375,real_item_151694,dessert,midrange,2.0,2,29.5,crispy | spicy | group_order | lunch | midrange
151797,478,real_item_151797,sichuan,midrange,2.0,2,23.0,crispy | mild | group_order | solo_meal | midrange
151800,481,real_item_151800,barbecue,midrange,2.0,2,38.5,mild | savory | late_night | solo_meal | midrange
151859,20,real_item_151859,cantonese,midrange,2.0,2,27.0,spicy | fresh | afternoon_tea | dinner | midrange
152163,324,real_item_152163,salad,midrange,2.0,2,15.0,spicy | crispy | afternoon_tea | dinner | midrange
152182,343,real_item_152182,sichuan,midrange,2.0,2,10.0,spicy | mild | solo_meal | lunch | midrange
152310,471,real_item_152310,hotpot,midrange,2.0,2,25.0,umami | dinner | late_night | midrange
152401,42,real_item_152401,dessert,midrange,2.0,2,10.0,rich | savory | solo_meal | lunch | midrange
152486,127,real_item_152486,sichuan,midrange,2.0,2,7.0,crispy | dinner | group_order | midrange
152559,200,real_item_152559,cantonese,midrange,2.0,2,34.0,umami | savory | solo_meal | midrange
152675,316,real_item_152675,sichuan,midrange,2.0,2,22.0,mild | umami | solo_meal | midrange
152891,12,real_item_152891,hotpot,midrange,2.0,2,15.0,spicy | umami | afternoon_tea | late_night | midrange
153241,362,real_item_153241,cantonese,midrange,2.0,2,27.5,umami | savory | afternoon_tea | late_night | midrange
153393,514,real_item_153393,sichuan,midrange,2.0,2,20.5,crispy | umami | late_night | midrange
153561,162,real_item_153561,salad,midrange,2.0,2,37.0,mild | rich | dinner | group_order | midrange
153633,234,real_item_153633,salad,midrange,2.0,2,32.0,sweet | spicy | late_night | solo_meal | midrange
153882,483,real_item_153882,dessert,midrange,2.0,2,41.5,savory | crispy | group_order | midrange
153918,519,real_item_153918,dessert,midrange,2.0,2,17.5,mild | crispy | group_order | afternoon_tea | midrange
153975,56,real_item_153975,cantonese,midrange,2.0,2,27.5,umami | crispy | afternoon_tea | dinner | midrange
154160,241,real_item_154160,burger,midrange,2.0,2,25.5,sweet | savory | dinner | late_night | midrange
154168,249,real_item_154168,dessert,midrange,2.0,2,27.5,spicy | sweet | afternoon_tea | group_order | midrange
154448,9,real_item_154448,salad,midrange,2.0,2,16.5,crispy | mild | solo_meal | midrange
154673,234,real_item_154673,salad,midrange,2.0,2,15.0,umami | savory | afternoon_tea | lunch | midrange
154733,294,real_item_154733,dessert,midrange,2.0,2,24.0,savory | spicy | lunch | late_night | midrange
154855,416,real_item_154855,cantonese,midrange,2.0,2,24.0,umami | rich | lunch | afternoon_tea | midrange
154931,492,real_item_154931,dessert,midrange,2.0,2,20.0,fresh | sweet | late_night | afternoon_tea | midrange
155099,140,real_item_155099,milk_tea,midrange,2.0,2,16.0,sweet | spicy | solo_meal | lunch | midrange
155190,231,real_item_155190,dessert,midrange,2.0,2,35.5,umami | group_order | lunch | midrange
155308,349,real_item_155308,burger,midrange,2.0,2,23.5,rich | fresh | group_order | midrange
155706,227,real_item_155706,cantonese,midrange,2.0,2,24.5,spicy | lunch | late_night | midrange
155799,320,real_item_155799,milk_tea,midrange,2.0,2,22.5,savory | rich | solo_meal | dinner | midrange
155806,327,real_item_155806,hotpot,midrange,2.0,2,17.0,mild | crispy | group_order | afternoon_tea | midrange
155810,331,real_item_155810,burger,midrange,2.0,2,16.0,rich | crispy | solo_meal | group_order | midrange
155856,377,real_item_155856,noodles,midrange,2.0,2,13.0,mild | savory | dinner | solo_meal | midrange
156115,116,real_item_156115,noodles,midrange,2.0,2,8.0,spicy | savory | late_night | midrange
156272,273,real_item_156272,hotpot,midrange,2.0,2,14.5,fresh | spicy | late_night | lunch | midrange
156409,410,real_item_156409,milk_tea,midrange,2.0,2,7.0,umami | fresh | dinner | group_order | midrange
156452,453,real_item_156452,hotpot,midrange,2.0,2,22.5,sweet | fresh | solo_meal | group_order | midrange
156657,138,real_item_156657,hotpot,midrange,2.0,2,32.5,rich | sweet | late_night | dinner | midrange
157095,56,real_item_157095,cantonese,midrange,2.0,2,14.5,fresh | rich | late_night | afternoon_tea | midrange
157268,229,real_item_157268,barbecue,midrange,2.0,2,25.5,savory | mild | dinner | late_night | midrange
157291,252,real_item_157291,salad,midrange,2.0,2,24.0,sweet | umami | lunch | solo_meal | midrange
157590,31,real_item_157590,barbecue,midrange,2.0,2,16.0,crispy | sweet | solo_meal | dinner | midrange
157812,253,real_item_157812,sichuan,midrange,2.0,2,26.5,savory | fresh | late_night | afternoon_tea | midrange
158283,204,real_item_158283,dessert,midrange,2.0,2,32.5,crispy | mild | late_night | solo_meal | midrange
159061,462,real_item_159061,hotpot,midrange,2.0,2,18.5,savory | mild | lunch | late_night | midrange
159090,491,real_item_159090,milk_tea,midrange,2.0,2,8.5,umami | mild | late_night | midrange
159145,26,real_item_159145,noodles,midrange,2.0,2,23.5,rich | savory | group_order | late_night | midrange
159272,153,real_item_159272,salad,midrange,2.0,2,28.0,crispy | fresh | solo_meal | afternoon_tea | midrange
159295,176,real_item_159295,milk_tea,midrange,2.0,2,22.0,sweet | savory | solo_meal | midrange
159347,228,real_item_159347,hotpot,midrange,2.0,2,30.0,spicy | fresh | lunch | group_order | midrange
159393,274,real_item_159393,barbecue,midrange,2.0,2,27.0,mild | afternoon_tea | solo_meal | midrange
159433,314,real_item_159433,noodles,midrange,2.0,2,32.5,mild | spicy | late_night | midrange
159606,487,real_item_159606,sichuan,midrange,2.0,2,25.5,mild | savory | dinner | late_night | midrange
159612,493,real_item_159612,burger,midrange,2.0,2,7.5,umami | dinner | lunch | midrange
159674,35,real_item_159674,noodles,midrange,2.0,2,4.5,sweet | crispy | solo_meal | dinner | midrange
159720,81,real_item_159720,salad,midrange,2.0,2,13.0,crispy | umami | dinner | lunch | midrange
159967,328,real_item_159967,barbecue,midrange,2.0,2,19.5,fresh | spicy | dinner | lunch | midrange
160462,303,real_item_160462,dessert,midrange,2.0,2,26.0,crispy | savory | late_night | lunch | midrange
160610,451,real_item_160610,sichuan,midrange,2.0,2,23.5,rich | mild | group_order | solo_meal | midrange
160615,456,real_item_160615,dessert,midrange,2.0,2,26.5,umami | late_night | midrange
160620,461,real_item_160620,cantonese,midrange,2.0,2,32.5,savory | crispy | late_night | dinner | midrange
160697,18,real_item_160697,salad,midrange,2.0,2,39.5,rich | spicy | afternoon_tea | late_night | midrange
160856,177,real_item_160856,dessert,midrange,2.0,2,17.0,mild | rich | group_order | dinner | midrange
160910,231,real_item_160910,dessert,midrange,2.0,2,24.5,sweet | spicy | lunch | midrange
161027,348,real_item_161027,dessert,midrange,2.0,2,2.5,crispy | sweet | late_night | dinner | midrange
162209,490,real_item_162209,barbecue,midrange,2.0,2,21.0,mild | spicy | afternoon_tea | late_night | midrange
162589,350,real_item_162589,noodles,midrange,2.0,2,31.0,spicy | umami | dinner | lunch | midrange
162632,393,real_item_162632,dessert,midrange,2.0,2,18.5,fresh | lunch | group_order | midrange
162824,65,real_item_162824,cantonese,midrange,2.0,2,4.5,crispy | fresh | solo_meal | afternoon_tea | midrange
162870,111,real_item_162870,hotpot,midrange,2.0,2,36.5,sweet | mild | lunch | solo_meal | midrange
162888,129,real_item_162888,hotpot,midrange,2.0,2,22.5,sweet | spicy | solo_meal | late_night | midrange
162918,159,real_item_162918,dessert,midrange,2.0,2,20.5,crispy | fresh | late_night | afternoon_tea | midrange
162983,224,real_item_162983,noodles,midrange,2.0,2,11.0,savory | rich | group_order | afternoon_tea | midrange
163022,263,real_item_163022,cantonese,midrange,2.0,2,24.0,crispy | umami | lunch | midrange
163040,281,real_item_163040,cantonese,midrange,2.0,2,29.5,fresh | sweet | group_order | dinner | midrange
163055,296,real_item_163055,noodles,midrange,2.0,2,22.0,rich | umami | solo_meal | lunch | midrange
163139,380,real_item_163139,cantonese,midrange,2.0,2,23.0,crispy | rich | group_order | midrange
163268,509,real_item_163268,milk_tea,midrange,2.0,2,19.5,rich | sweet | dinner | midrange
163363,84,real_item_163363,hotpot,midrange,2.0,2,8.0,crispy | umami | late_night | lunch | midrange
163663,384,real_item_163663,dessert,midrange,2.0,2,23.5,spicy | rich | group_order | dinner | midrange
163746,467,real_item_163746,noodles,midrange,2.0,2,8.5,fresh | umami | late_night | solo_meal | midrange
163916,117,real_item_163916,salad,midrange,2.0,2,20.5,sweet | umami | late_night | midrange
164052,253,real_item_164052,sichuan,midrange,2.0,2,16.0,rich | mild | solo_meal | lunch | midrange
164072,273,real_item_164072,hotpot,midrange,2.0,2,29.5,fresh | rich | group_order | dinner | midrange
164150,351,real_item_164150,salad,midrange,2.0,2,26.5,crispy | rich | late_night | afternoon_tea | midrange
164230,431,real_item_164230,noodles,midrange,2.0,2,8.0,rich | late_night | group_order | midrange
164245,446,real_item_164245,milk_tea,midrange,2.0,2,19.0,crispy | umami | dinner | solo_meal | midrange
164247,448,real_item_164247,burger,midrange,2.0,2,5.0,savory | spicy | group_order | late_night | midrange
164437,118,real_item_164437,sichuan,midrange,2.0,2,9.5,savory | umami | afternoon_tea | lunch | midrange
164469,150,real_item_164469,dessert,midrange,2.0,2,21.5,spicy | rich | afternoon_tea | midrange
164646,327,real_item_164646,hotpot,midrange,2.0,2,27.5,crispy | umami | afternoon_tea | late_night | midrange
164725,406,real_item_164725,sichuan,midrange,2.0,2,34.0,crispy | solo_meal | dinner | midrange
164805,486,real_item_164805,salad,midrange,2.0,2,30.0,rich | spicy | lunch | solo_meal | midrange
165061,222,real_item_165061,dessert,midrange,2.0,2,31.0,mild | savory | dinner | solo_meal | midrange
165402,43,real_item_165402,burger,midrange,2.0,2,18.5,savory | fresh | lunch | group_order | midrange
165436,77,real_item_165436,milk_tea,midrange,2.0,2,35.0,rich | spicy | group_order | lunch | midrange
165484,125,real_item_165484,noodles,midrange,2.0,2,13.5,mild | dinner | lunch | midrange
165526,167,real_item_165526,milk_tea,midrange,2.0,2,2.5,mild | rich | late_night | group_order | midrange
165594,235,real_item_165594,sichuan,midrange,2.0,2,27.0,spicy | umami | afternoon_tea | late_night | midrange
165666,307,real_item_165666,sichuan,midrange,2.0,2,19.0,rich | fresh | dinner | midrange
165714,355,real_item_165714,barbecue,midrange,2.0,2,13.0,fresh | umami | dinner | lunch | midrange
165794,435,real_item_165794,hotpot,midrange,2.0,2,15.5,spicy | savory | afternoon_tea | solo_meal | midrange
166217,338,real_item_166217,milk_tea,midrange,2.0,2,20.5,rich | mild | late_night | midrange
166238,359,real_item_166238,noodles,midrange,2.0,2,38.5,crispy | savory | late_night | lunch | midrange
166277,398,real_item_166277,cantonese,midrange,2.0,2,9.0,savory | umami | afternoon_tea | late_night | midrange
166397,518,real_item_166397,milk_tea,midrange,2.0,2,21.5,spicy | savory | afternoon_tea | lunch | midrange
166571,172,real_item_166571,sichuan,midrange,2.0,2,20.0,sweet | fresh | late_night | group_order | midrange
166827,428,real_item_166827,milk_tea,midrange,2.0,2,14.5,spicy | late_night | lunch | midrange
166835,436,real_item_166835,barbecue,midrange,2.0,2,11.5,crispy | rich | group_order | afternoon_tea | midrange
167078,159,real_item_167078,dessert,midrange,2.0,2,21.5,rich | umami | afternoon_tea | late_night | midrange
167128,209,real_item_167128,cantonese,midrange,2.0,2,19.0,sweet | dinner | midrange
167259,340,real_item_167259,burger,midrange,2.0,2,6.5,mild | umami | lunch | solo_meal | midrange
167261,342,real_item_167261,salad,midrange,2.0,2,8.5,spicy | fresh | late_night | group_order | midrange
167279,360,real_item_167279,salad,midrange,2.0,2,11.5,fresh | mild | group_order | lunch | midrange
167351,432,real_item_167351,salad,midrange,2.0,2,20.5,umami | spicy | late_night | lunch | midrange
167392,473,real_item_167392,milk_tea,midrange,2.0,2,19.0,rich | crispy | dinner | afternoon_tea | midrange
167492,53,real_item_167492,noodles,midrange,2.0,2,12.5,sweet | spicy | lunch | midrange
167685,246,real_item_167685,hotpot,midrange,2.0,2,23.0,crispy | savory | group_order | solo_meal | midrange
167703,264,real_item_167703,hotpot,midrange,2.0,2,12.5,fresh | savory | lunch | late_night | midrange
167716,277,real_item_167716,burger,midrange,2.0,2,29.5,sweet | umami | group_order | lunch | midrange
167817,378,real_item_167817,salad,midrange,2.0,2,23.5,mild | spicy | group_order | solo_meal | midrange
167886,447,real_item_167886,dessert,midrange,2.0,2,6.0,fresh | lunch | dinner | midrange
167937,498,real_item_167937,hotpot,midrange,2.0,2,35.5,mild | spicy | group_order | late_night | midrange
168120,161,real_item_168120,noodles,midrange,2.0,2,25.5,spicy | sweet | dinner | group_order | midrange
168154,195,real_item_168154,dessert,midrange,2.0,2,22.5,fresh | sweet | solo_meal | afternoon_tea | midrange
168210,251,real_item_168210,noodles,midrange,2.0,2,29.5,rich | umami | group_order | lunch | midrange
168234,275,real_item_168234,milk_tea,midrange,2.0,2,9.5,rich | afternoon_tea | dinner | midrange
168326,367,real_item_168326,burger,midrange,2.0,2,34.5,savory | spicy | solo_meal | late_night | midrange
168381,422,real_item_168381,noodles,midrange,2.0,2,7.5,mild | umami | dinner | lunch | midrange
168822,343,real_item_168822,sichuan,midrange,2.0,2,21.0,crispy | rich | afternoon_tea | group_order | midrange
168837,358,real_item_168837,burger,midrange,2.0,2,42.5,savory | mild | lunch | late_night | midrange
168936,457,real_item_168936,burger,midrange,2.0,2,31.5,spicy | dinner | solo_meal | midrange
169050,51,real_item_169050,dessert,midrange,2.0,2,25.5,mild | spicy | dinner | late_night | midrange
169122,123,real_item_169122,dessert,midrange,2.0,2,9.0,crispy | fresh | afternoon_tea | midrange
169407,408,real_item_169407,hotpot,midrange,2.0,2,25.0,spicy | rich | dinner | afternoon_tea | midrange
169472,473,real_item_169472,milk_tea,midrange,2.0,2,18.5,fresh | crispy | lunch | group_order | midrange
169473,474,real_item_169473,dessert,midrange,2.0,2,28.0,mild | savory | solo_meal | midrange
169484,485,real_item_169484,noodles,midrange,2.0,2,18.0,savory | crispy | lunch | afternoon_tea | midrange
169715,196,real_item_169715,burger,midrange,2.0,2,11.5,sweet | group_order | midrange
169781,262,real_item_169781,sichuan,midrange,2.0,2,31.0,crispy | savory | dinner | solo_meal | midrange
169805,286,real_item_169805,burger,midrange,2.0,2,20.0,crispy | mild | late_night | solo_meal | midrange
169902,383,real_item_169902,milk_tea,midrange,2.0,2,30.5,spicy | umami | lunch | late_night | midrange
169972,453,real_item_169972,hotpot,midrange,2.0,2,15.5,savory | mild | afternoon_tea | late_night | midrange
170006,487,real_item_170006,sichuan,midrange,2.0,2,23.5,crispy | rich | group_order | afternoon_tea | midrange
170203,164,real_item_170203,cantonese,midrange,2.0,2,22.5,umami | solo_meal | midrange
170288,249,real_item_170288,dessert,midrange,2.0,2,7.5,mild | fresh | dinner | midrange
170367,328,real_item_170367,barbecue,midrange,2.0,2,25.5,umami | rich | dinner | group_order | midrange
170394,355,real_item_170394,barbecue,midrange,2.0,2,20.0,rich | fresh | late_night | group_order | midrange
170464,425,real_item_170464,cantonese,midrange,2.0,2,10.0,spicy | fresh | solo_meal | group_order | midrange
170467,428,real_item_170467,milk_tea,midrange,2.0,2,18.5,spicy | savory | lunch | midrange
170493,454,real_item_170493,barbecue,midrange,2.0,2,40.5,sweet | solo_meal | group_order | midrange
170847,288,real_item_170847,salad,midrange,2.0,2,25.0,umami | crispy | dinner | group_order | midrange
171004,445,real_item_171004,barbecue,midrange,2.0,2,29.0,umami | savory | group_order | lunch | midrange
171175,96,real_item_171175,dessert,midrange,2.0,2,18.5,umami | crispy | lunch | group_order | midrange
171201,122,real_item_171201,milk_tea,midrange,2.0,2,15.0,mild | savory | afternoon_tea | lunch | midrange
171336,257,real_item_171336,milk_tea,midrange,2.0,2,21.5,crispy | spicy | afternoon_tea | lunch | midrange
171379,300,real_item_171379,hotpot,midrange,2.0,2,23.0,sweet | group_order | dinner | midrange
171502,423,real_item_171502,salad,midrange,2.0,2,40.5,crispy | spicy | solo_meal | midrange
171650,51,real_item_171650,dessert,midrange,2.0,2,24.5,spicy | sweet | lunch | dinner | midrange
171943,344,real_item_171943,cantonese,midrange,2.0,2,27.0,fresh | spicy | afternoon_tea | solo_meal | midrange
172119,520,real_item_172119,burger,midrange,2.0,2,32.5,spicy | crispy | late_night | dinner | midrange
172293,174,real_item_172293,hotpot,midrange,2.0,2,14.5,savory | sweet | late_night | group_order | midrange
172455,336,real_item_172455,hotpot,midrange,2.0,2,7.5,rich | dinner | group_order | midrange
172559,440,real_item_172559,noodles,midrange,2.0,2,31.0,fresh | sweet | dinner | midrange
172574,455,real_item_172574,milk_tea,midrange,2.0,2,20.0,crispy | fresh | late_night | dinner | midrange
172715,76,real_item_172715,barbecue,midrange,2.0,2,21.0,fresh | sweet | afternoon_tea | midrange
172719,80,real_item_172719,noodles,midrange,2.0,2,17.5,savory | spicy | group_order | solo_meal | midrange
172974,335,real_item_172974,cantonese,midrange,2.0,2,20.0,fresh | umami | late_night | solo_meal | midrange
173041,402,real_item_173041,dessert,midrange,2.0,2,28.0,mild | umami | solo_meal | midrange
173102,463,real_item_173102,barbecue,midrange,2.0,2,27.0,umami | spicy | afternoon_tea | solo_meal | midrange
173196,37,real_item_173196,sichuan,midrange,2.0,2,17.0,umami | mild | group_order | lunch | midrange
173197,38,real_item_173197,cantonese,midrange,2.0,2,33.5,spicy | crispy | afternoon_tea | group_order | midrange
173224,65,real_item_173224,cantonese,midrange,2.0,2,4.0,mild | solo_meal | lunch | midrange
173279,120,real_item_173279,hotpot,midrange,2.0,2,16.0,savory | mild | solo_meal | midrange
173395,236,real_item_173395,cantonese,midrange,2.0,2,26.5,rich | fresh | late_night | group_order | midrange
173463,304,real_item_173463,burger,midrange,2.0,2,14.0,umami | crispy | late_night | dinner | midrange
173481,322,real_item_173481,burger,midrange,2.0,2,24.5,umami | crispy | lunch | afternoon_tea | midrange
173517,358,real_item_173517,burger,midrange,2.0,2,19.5,savory | fresh | dinner | midrange
173590,431,real_item_173590,noodles,midrange,2.0,2,17.5,savory | umami | group_order | late_night | midrange
173593,434,real_item_173593,cantonese,midrange,2.0,2,23.5,umami | spicy | group_order | solo_meal | midrange
173820,141,real_item_173820,dessert,midrange,2.0,2,13.0,umami | crispy | dinner | group_order | midrange
173997,318,real_item_173997,hotpot,midrange,2.0,2,28.0,rich | umami | solo_meal | midrange
174030,351,real_item_174030,salad,midrange,2.0,2,25.5,rich | spicy | dinner | late_night | midrange
174504,305,real_item_174504,noodles,midrange,2.0,2,21.5,mild | afternoon_tea | late_night | midrange
174732,13,real_item_174732,barbecue,midrange,2.0,2,32.5,spicy | umami | late_night | solo_meal | midrange
175110,391,real_item_175110,barbecue,midrange,2.0,2,32.5,umami | rich | late_night | afternoon_tea | midrange
175147,428,real_item_175147,milk_tea,midrange,2.0,2,11.5,spicy | sweet | group_order | midrange
175170,451,real_item_175170,sichuan,midrange,2.0,2,28.0,rich | mild | solo_meal | midrange
175293,54,real_item_175293,salad,midrange,2.0,2,4.0,savory | mild | solo_meal | late_night | midrange
175344,105,real_item_175344,dessert,midrange,2.0,2,13.0,fresh | crispy | dinner | afternoon_tea | midrange
175571,332,real_item_175571,noodles,midrange,2.0,2,16.0,mild | crispy | solo_meal | group_order | midrange
175626,387,real_item_175626,salad,midrange,2.0,2,16.0,fresh | umami | solo_meal | late_night | midrange
175763,4,real_item_175763,barbecue,midrange,2.0,2,31.5,rich | mild | dinner | solo_meal | midrange
175993,234,real_item_175993,salad,midrange,2.0,2,17.0,savory | spicy | group_order | late_night | midrange
176041,282,real_item_176041,hotpot,midrange,2.0,2,28.0,rich | sweet | solo_meal | dinner | midrange
176349,70,real_item_176349,burger,midrange,2.0,2,25.5,savory | rich | dinner | midrange
176373,94,real_item_176373,barbecue,midrange,2.0,2,34.0,crispy | fresh | solo_meal | group_order | midrange
176575,296,real_item_176575,noodles,midrange,2.0,2,35.0,fresh | group_order | dinner | midrange
176720,441,real_item_176720,salad,midrange,2.0,2,22.0,mild | solo_meal | late_night | midrange
176808,9,real_item_176808,salad,midrange,2.0,2,21.0,mild | rich | afternoon_tea | midrange
177208,409,real_item_177208,barbecue,midrange,2.0,2,24.0,crispy | mild | lunch | solo_meal | midrange
177257,458,real_item_177257,noodles,midrange,2.0,2,7.0,crispy | savory | dinner | late_night | midrange
177272,473,real_item_177272,milk_tea,midrange,2.0,2,17.5,fresh | sweet | group_order | midrange
177411,92,real_item_177411,cantonese,midrange,2.0,2,23.5,sweet | fresh | group_order | dinner | midrange
177518,199,real_item_177518,sichuan,midrange,2.0,2,25.5,sweet | umami | dinner | solo_meal | midrange
177522,203,real_item_177522,milk_tea,midrange,2.0,2,23.0,spicy | fresh | group_order | afternoon_tea | midrange
178168,329,real_item_178168,milk_tea,midrange,2.0,2,17.5,mild | fresh | group_order | dinner | midrange
178460,101,real_item_178460,cantonese,midrange,2.0,2,22.5,savory | spicy | solo_meal | midrange
178589,230,real_item_178589,milk_tea,midrange,2.0,2,24.5,spicy | rich | lunch | group_order | midrange
178680,321,real_item_178680,dessert,midrange,2.0,2,22.0,savory | crispy | solo_meal | dinner | midrange
179177,298,real_item_179177,sichuan,midrange,2.0,2,19.0,mild | sweet | dinner | group_order | midrange
179208,329,real_item_179208,milk_tea,midrange,2.0,2,15.5,sweet | savory | afternoon_tea | lunch | midrange
179228,349,real_item_179228,burger,midrange,2.0,2,7.0,sweet | rich | dinner | midrange
179324,445,real_item_179324,barbecue,midrange,2.0,2,23.0,fresh | spicy | group_order | late_night | midrange
179344,465,real_item_179344,dessert,midrange,2.0,2,26.0,spicy | sweet | late_night | dinner | midrange
179442,43,real_item_179442,burger,midrange,2.0,2,6.5,savory | lunch | late_night | midrange
179476,77,real_item_179476,milk_tea,midrange,2.0,2,24.0,crispy | sweet | lunch | afternoon_tea | midrange
179920,1,real_item_179920,sichuan,midrange,2.0,2,31.0,crispy | sweet | dinner | group_order | midrange
180274,355,real_item_180274,barbecue,midrange,2.0,2,25.5,fresh | dinner | afternoon_tea | midrange
180320,401,real_item_180320,milk_tea,midrange,2.0,2,13.5,crispy | sweet | dinner | group_order | midrange
180435,516,real_item_180435,hotpot,midrange,2.0,2,24.0,umami | savory | lunch | midrange
181297,338,real_item_181297,milk_tea,midrange,2.0,2,20.5,umami | rich | late_night | group_order | midrange
181325,366,real_item_181325,dessert,midrange,2.0,2,30.0,savory | lunch | midrange
181369,410,real_item_181369,milk_tea,midrange,2.0,2,18.5,sweet | crispy | lunch | afternoon_tea | midrange
181448,489,real_item_181448,hotpot,midrange,2.0,2,39.0,fresh | savory | afternoon_tea | lunch | midrange
181463,504,real_item_181463,salad,midrange,2.0,2,21.5,savory | rich | afternoon_tea | group_order | midrange
181491,12,real_item_181491,hotpot,midrange,2.0,2,29.0,sweet | savory | group_order | solo_meal | midrange
181784,305,real_item_181784,noodles,midrange,2.0,2,15.5,umami | afternoon_tea | late_night | midrange
182182,183,real_item_182182,hotpot,midrange,2.0,2,14.0,umami | savory | late_night | lunch | midrange
182187,188,real_item_182187,noodles,midrange,2.0,2,19.5,umami | crispy | dinner | midrange
182206,207,real_item_182206,salad,midrange,2.0,2,33.0,sweet | fresh | afternoon_tea | group_order | midrange
182276,277,real_item_182276,burger,midrange,2.0,2,28.0,sweet | savory | solo_meal | midrange
182842,323,real_item_182842,noodles,midrange,2.0,2,23.5,umami | spicy | group_order | lunch | midrange
182844,325,real_item_182844,sichuan,midrange,2.0,2,13.0,sweet | rich | dinner | afternoon_tea | midrange
182905,386,real_item_182905,noodles,midrange,2.0,2,22.0,umami | crispy | solo_meal | group_order | midrange
183083,44,real_item_183083,noodles,midrange,2.0,2,37.0,umami | spicy | dinner | late_night | midrange
183088,49,real_item_183088,barbecue,midrange,2.0,2,25.0,mild | rich | dinner | group_order | midrange
183289,250,real_item_183289,burger,midrange,2.0,2,33.5,crispy | sweet | afternoon_tea | midrange
183302,263,real_item_183302,cantonese,midrange,2.0,2,15.5,sweet | fresh | afternoon_tea | group_order | midrange
183412,373,real_item_183412,barbecue,midrange,2.0,2,38.5,fresh | crispy | late_night | dinner | midrange
183432,393,real_item_183432,dessert,midrange,2.0,2,4.0,fresh | umami | solo_meal | midrange
183496,457,real_item_183496,burger,midrange,2.0,2,30.0,fresh | lunch | group_order | midrange
183525,486,real_item_183525,salad,midrange,2.0,2,32.5,savory | late_night | midrange
183604,45,real_item_183604,salad,midrange,2.0,2,27.0,sweet | umami | afternoon_tea | solo_meal | midrange
183693,134,real_item_183693,noodles,midrange,2.0,2,24.5,spicy | sweet | lunch | dinner | midrange
183729,170,real_item_183729,noodles,midrange,2.0,2,30.5,mild | umami | lunch | midrange
183829,270,real_item_183829,salad,midrange,2.0,2,33.0,sweet | mild | afternoon_tea | late_night | midrange
183834,275,real_item_183834,milk_tea,midrange,2.0,2,40.5,rich | sweet | solo_meal | afternoon_tea | midrange
183909,350,real_item_183909,noodles,midrange,2.0,2,16.0,savory | sweet | solo_meal | group_order | midrange
184119,40,real_item_184119,barbecue,midrange,2.0,2,22.0,fresh | rich | solo_meal | dinner | midrange
184316,237,real_item_184316,hotpot,midrange,2.0,2,24.0,sweet | fresh | lunch | group_order | midrange
184432,353,real_item_184432,cantonese,midrange,2.0,2,31.0,fresh | rich | dinner | midrange
184447,368,real_item_184447,noodles,midrange,2.0,2,29.5,spicy | group_order | solo_meal | midrange
184476,397,real_item_184476,sichuan,midrange,2.0,2,29.5,rich | crispy | group_order | dinner | midrange
184481,402,real_item_184481,dessert,midrange,2.0,2,29.5,savory | group_order | lunch | midrange
